ID,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id,Biography,Image_link
687,Greco El,blank_,Greco El,1540,1614,685,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Jean_Auguste_Dominique_Ingres_018.jpg/220px-Jean_Auguste_Dominique_Ingres_018.jpg
688,Greuze,Jean-Baptiste,Jean-Baptiste Greuze,1725,1805,686,"Jean-Baptiste Greuze  was a French painter of portraits, genre scenes, and history painting.",//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/El_Greco_-_Portrait_of_a_Man_-_WGA10554.jpg/220px-El_Greco_-_Portrait_of_a_Man_-_WGA10554.jpg
689,Grooth,Georg Christoph,Georg Christoph Grooth,1716,1749,687,Biography could not be found,../static/img/anonymous_artist.png
690,Grooth,Johann Nikolaus,Johann Nikolaus Grooth,1723,1797,688,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jean-Baptiste_Greuze_Self_Portrait.jpg/220px-Jean-Baptiste_Greuze_Self_Portrait.jpg
691,Guardi,Francesco,Francesco Guardi,1712,1793,689,"Francesco Lazzaro Guardi ; 5 October 1712 – 1 January 1793) was an Italian painter, nobleman, and a member of the Venetian School. He is considered to be among the last practitioners, along with his brothers, of the classic Venetian school of painting.",../static/img/anonymous_artist.png
693,Guariento di Arpo,blank_,Guariento di Arpo,1338,1370,690,"Guariento di Arpo , sometimes incorrectly referred to as Guerriero, was a 14th-century painter whose career was centered in Padua. The painter is buried in the church of San Bernardino, Padua.",../static/img/anonymous_artist.png
694,Guercino,blank_,Guercino,1591,1666,691,"Giovanni Francesco Barbieri , better known as Guercino, or il Guercino , was an Italian Baroque painter and draftsman from Cento in the Emilia region, who was active in Rome and Bologna. The vigorous naturalism of his early manner contrasts with the classical equilibrium of his later works. His many drawings are noted for their luminosity and lively style.",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Ca%27_Rezzonico_-_Ritratto_di_Francesco_Guardi_1764_-_Pietro_Longhi.jpg/220px-Ca%27_Rezzonico_-_Ritratto_di_Francesco_Guardi_1764_-_Pietro_Longhi.jpg
695,Guidobono,Domenico,Domenico Guidobono,1668,1746,692,"Domenico Guidobono  was an Italian painter of easel paintings and frescoes, who together with his brother Bartolomeo Guidobono was one of the principal decorative painters active in Liguria and Piedmont in the late 17th and first half of the 18th century.",../static/img/anonymous_artist.png
697,Hals,Dirck,Dirck Hals,1591,1656,694,"Dirck Hals , born at Haarlem, was a Dutch Golden Age painter of merry company scenes, festivals and ballroom scenes. He played a role in the development of these types of genre painting.  He was somewhat influenced by his elder brother Frans Hals, but painted few portraits.",//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Self-portrait_by_Guercino.jpg/220px-Self-portrait_by_Guercino.jpg
698,Hals,Frans,Frans Hals,1582,1666,695,"Frans Hals the Elder  US: /hɑːls, hælz, hɑːlz/, Dutch:xa0; c.u20091582 – 26 August 1666) was a Dutch Golden Age painter, normally of portraits, who lived and worked in Haarlem.",//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Domenico_Guidobono_-_Diana.jpg/290px-Domenico_Guidobono_-_Diana.jpg
699,Hanneman,Adriaen,Adriaen Hanneman,1603,1671,696,"Adriaen Hanneman  was a Dutch Golden Age painter best known for his portraits of the exiled British royal court. His style was strongly influenced by his contemporary, Anthony van Dyck.",../static/img/anonymous_artist.png
700,Harlow,George Henry,George Henry Harlow,1787,1819,697,George Henry Harlow  was an English painter known mostly for his portraits.,//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Merry_company%2C_by_Dirck_Hals.jpg/220px-Merry_company%2C_by_Dirck_Hals.jpg
701,Harpignies,Henri-Joseph,Henri-Joseph Harpignies,1819,1916,698,"Henri-Joseph Harpignies ; June 28, 1819 – August 28, 1916) was a French landscape painter of the Barbizon school.', 'Attribution",//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/After_Frans_Hals_-_Portrait_of_Frans_Hals_-_Indianapolis.jpg/220px-After_Frans_Hals_-_Portrait_of_Frans_Hals_-_Indianapolis.jpg
702,Haverman,Margareta,Margareta Haverman,1716,1722,699,Margaretha Haverman  was an 18th-century flower painter from the Northern Netherlands.,//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Adriaen_Hanneman_-_zelfportret.jpg/220px-Adriaen_Hanneman_-_zelfportret.jpg
703,Heem,Jan Davidsz de,Jan Davidsz de Heem,1606,1684,700,"Jan Davidsz. de Heem or in-full Jan Davidszoon de Heem, also called Johannes de Heem or Johannes van Antwerpen or Jan Davidsz de Hem , was a still life painter who was active in Utrecht and Antwerp. He is a major representative of that genre in both Dutch and Flemish Baroque painting.",//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Self-Portrait_by_George_Henry_Harlow_%28cropped%29.jpg/220px-Self-Portrait_by_George_Henry_Harlow_%28cropped%29.jpg
704,Heemskerck,Maarten van,Maarten van Heemskerck,1498,1574,701,"s Italian-influenced style. He spent the years 1532–6 in Italy. He produced many designs for engravers, and is especially known for his depictions of the Wonders of the World.",//upload.wikimedia.org/wikipedia/commons/a/a8/Henri-Joseph_Harpignies.jpg
705,Helst,Bartholomeus van der,Bartholomeus van der Helst,1612,1670,702,s elite as well as the Stadtholder,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Margareta_Haverman_-_flower_still_life_on_a_stone_slab_with_butterfly_and_other_insects_kmsst88.jpg/170px-Margareta_Haverman_-_flower_still_life_on_a_stone_slab_with_butterfly_and_other_insects_kmsst88.jpg
707,Henner,Jean-Jacques,Jean-Jacques Henner,1829,1905,704,"Jean-Jacques Henner  was a French painter, noted for his use of sfumato and chiaroscuro in painting nudes, religious subjects, and portraits.",//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Heemskerck-zelfp-detail.jpg/220px-Heemskerck-zelfp-detail.jpg
708,Heyden,Jan van der,Jan van der Heyden,1637,1712,705,"Jan van der Heyden  was a Dutch Baroque-era painter, glass painter, draughtsman and printmaker. Van der Heyden was one of the first Dutch painters to specialize in townscapes and became one of the leading architectural painters of the Dutch Golden Age.  He painted a number of still lifes in the beginning and at the end of his career.",//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Bartholomeus_van_der_Helst_self_portrait_1667_cropped.jpg/220px-Bartholomeus_van_der_Helst_self_portrait_1667_cropped.jpg
709,Hobbema,Meyndert,Meyndert Hobbema,1638,1709,706,"Meindert Hobbema , was a Dutch Golden Age painter of landscapes, specializing in views of woodland, although his most famous painting, The Avenue at Middelharnis , shows a different type of scene.",//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Lille_Hemessen_vanitas.JPG/220px-Lille_Hemessen_vanitas.JPG
710,Hogarth,William,William Hogarth,1697,1764,707,"William Hogarth FRSA  was an English painter, printmaker, pictorial satirist, social critic, and editorial cartoonist. His work ranges from realistic portraiture to comic strip-like series of pictures called ""modern moral subjects"", He is perhaps best known for his series A Harlot's Progress, A Rake's Progress and Marriage A-la-Mode.  Knowledge of his work is so pervasive that satirical political illustrations in this style are often referred to as ""Hogarthian"".",//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Jean-Jacques_Henner_photo.jpg/185px-Jean-Jacques_Henner_photo.jpg
711,Holbein,Hans,Hans Holbein,1497,1543,708,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Portrait_of_Jan_van_der_Heyden_001_cropped.jpg/225px-Portrait_of_Jan_van_der_Heyden_001_cropped.jpg
712,Hondecoeter,Melchior d',Melchior d' Hondecoeter,1636,1695,709,"Hondecoeter ; c. 1636 – 3 April 1695), Dutch animalier painter, was born in Utrecht and died in Amsterdam. After the start of his career, he painted virtually exclusively bird subjects, usually exotic or game, in park-like landscapes. Hondecoeter",//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Meindert_Hobbema_001.jpg/350px-Meindert_Hobbema_001.jpg
713,Hondius,Abraham,Abraham Hondius,1631,1691,710,"Abraham Danielsz. Hondius  was a Dutch Golden Age painter known his depictions of animals. He was the son of a city stonemason, Daniel Abramsz de Hondt.",//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/The_Painter_and_His_Pug_by_William_Hogarth.jpg/220px-The_Painter_and_His_Pug_by_William_Hogarth.jpg
714,Hooch,Pieter de,Pieter de Hooch,1629,1684,711,"Pieter de Hooch , also spelled ""Hoogh"" or ""Hooghe""; 20 December 1629 xa0– 24 March 1684 ) was a Dutch Golden Age painter famous for his genre works of quiet domestic scenes with an open doorway.  He was a contemporary of Jan Vermeer in the Delft Guild of St. Luke, with whom his work shares themes and style.",../static/img/anonymous_artist.png
715,Hoogstraten,Samuel van,Samuel van Hoogstraten,1627,1678,712,"Samuel Dirksz van Hoogstraten  was a Dutch painter of the Golden Age, who was also a poet and author on art theory.",//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Portrait_of_Melchior_d%27Hondecoeter_001.jpg/250px-Portrait_of_Melchior_d%27Hondecoeter_001.jpg
716,Hoppner,John,John Hoppner,1758,1810,713,"John Hoppner RA ) was an English portrait painter, much influenced by Reynolds, who achieved fame as a brilliant colourist.",//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/The_Stag_Hunt_1675_Abraham_Hondius.jpg/300px-The_Stag_Hunt_1675_Abraham_Hondius.jpg
717,Horemans,Peter Jacob,Peter Jacob Horemans,1700,1776,714,"Peter Jacob Horemans or Peter Jakob Horemans  was a Flemish painter of genre scenes, portraits, conversation pieces, still lifes and city views.  After training in Antwerp he was active in Germany where he became court painter.  He was a versatile artist who worked in many genres and for a variety of aristocratic, religious and private patrons.",//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Angebliche_zelfportret_van_de_schilder_Pieter_de_Hooch%2C_Rijksmuseum_SK-A-181.jpg/220px-Angebliche_zelfportret_van_de_schilder_Pieter_de_Hooch%2C_Rijksmuseum_SK-A-181.jpg
718,Hulsdonck,Jacob van,Jacob van Hulsdonck,1582,1647,715,"Jacob van Hulsdonck or Jan van Hulsdonck , was a Flemish painter who played a role in the early development of the genre of still lifes of fruit, banquets and flowers.",//upload.wikimedia.org/wikipedia/commons/thumb/6/68/Samuel_van_Hoogstraten_-_Zelfportret.jpg/220px-Samuel_van_Hoogstraten_-_Zelfportret.jpg
720,Huys,Pieter,Pieter Huys,1545,1584,717,Pieter Huys  was a Flemish Renaissance painter.,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Karussellrennen_bei_Schlo%C3%9F_F%C3%BCrstenried.jpg/270px-Karussellrennen_bei_Schlo%C3%9F_F%C3%BCrstenried.jpg
721,Ingres,Jean Auguste Dominique,Jean Auguste Dominique Ingres,1780,1867,718,"Jean-Auguste-Dominique Ingres ; 29 August 1780xa0– 14 January 1867) was a French Neoclassical painter. Ingres was profoundly influenced by past artistic traditions and aspired to become the guardian of academic orthodoxy against the ascendant Romantic style. Although he considered himself a painter of history in the tradition of Nicolas Poussin and Jacques-Louis David, it is his portraits, both painted and drawn, that are recognized as his greatest legacy. His expressive distortions of form and space made him an important precursor of modern art, influencing Picasso, Matisse and other modernists.",//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Jacob_van_Hulsdonck_-_Still_Life_with_Fruit_and_Flowers.jpg/280px-Jacob_van_Hulsdonck_-_Still_Life_with_Fruit_and_Flowers.jpg
722,Héquet,Gustave,Gustave Héquet,1845,1865,719,Biography could not be found,../static/img/anonymous_artist.png
723,Isenbrant,Adriaen,Adriaen Isenbrant,1510,1551,720,"Adriaen Isenbrandt or Adriaen Ysenbrandt  was a Northern Renaissance painter. Documentary evidence suggests he was a significant artist of his period, even though no specific works by his hand are clearly documented. Art historians have conjectured that he operated a large workshop specializing in religious subjects and devotional paintings, which were executed in a conservative style in the tradition of Early Netherlandish painting.  He was believed by Georges Hulin de Loo to be the same person as the anonymous Master of the Seven Sorrows of the Virgin or Pseudo-Mostaert.  Other art historians doubt that any works can be reliably attributed to him, and the number of paintings attributed to him by major museums has been in decline for many decades.",//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Pieter_Huys_-_Woman_Enraged.jpg/220px-Pieter_Huys_-_Woman_Enraged.jpg
724,Israëls,Jozef,Jozef Israëls,1824,1911,721,"Jozef Israëls  was a Dutch painter. He was a leading member of the group of landscape painters referred to as the Hague School and, during his lifetime, ""the most respected Dutch artist of the second half of the nineteenth century"".', '1886: Officer in the Order of Leopold.",//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Jean-Auguste-Dominique_Ingres.jpg/220px-Jean-Auguste-Dominique_Ingres.jpg
725,Master of the Magdalen,blank_,Master of the Magdalen,1265,1295,723,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Adriaen_Isenbrant_001.jpg/300px-Adriaen_Isenbrant_001.jpg
726,North Italian Painter,blank_,North Italian Painter,Unknown,Unknown,724,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/JozefIsraels.jpg/220px-JozefIsraels.jpg
727,Brueghel,Abraham,Abraham Brueghel,1631,1697,725,Abraham Brueghel  was a Flemish painter from the famous Brueghel family of artists.  He emigrated at a young age to Italy where he played an important role in the development of the style of decorative Baroque still lifes.,../static/img/anonymous_artist.png
728,Jacometto,blank_,Jacometto,1472,1498,726,"Jacometto Veneziano , was an Italian painter and illuminator.",../static/img/anonymous_artist.png
729,Jacopino del Conte,blank_,Jacopino del Conte,1515,1598,727,"Jacopino del Conte  was an Italian Mannerist painter, active in both Rome and Florence.  ",//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Abraham_Brueghel_-_Sculptural_Cartouche_with_Garland.jpg/260px-Abraham_Brueghel_-_Sculptural_Cartouche_with_Garland.jpg
730,Daniele da Volterra,blank_,Daniele da Volterra,1509,1566,728,"Daniele Ricciarelli ; c. 1509xa0– 4 April 1566), better known as Daniele da Volterra volˈtɛrra]), was a Mannerist Italian painter and sculptor.",//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Jacometto_Veneziano_005.jpg/220px-Jacometto_Veneziano_005.jpg
731,Jacque,Charles,Charles Jacque,1813,1894,729,"Charles-Émile Jacque  was a French painter of animals  and engraver who was, with Jean-François Millet, part of the Barbizon School. He first learned to engrave maps when he spent seven years in the French Army.",//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Jacopo_del_Conte_003.jpg/250px-Jacopo_del_Conte_003.jpg
732,Janssen van Nuyssen,Abraham,Abraham Janssen van Nuyssen,1575,1632,730,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Descentfromthecross.jpg/220px-Descentfromthecross.jpg
734,Joest of Kalkar,Jan,Jan Joest of Kalkar,1510,1520,732,Biography could not be found,../static/img/anonymous_artist.png
735,Joli,Antonio,Antonio Joli,1700,1777,733,Antonio Francesco Lodovico Joli  was an Italian painter of vedute and capricci.,../static/img/anonymous_artist.png
736,Jongh,Ludolf de,Ludolf de Jongh,1616,1679,734,"Ludolf Leendertsz de Jongh  was a Dutch Golden Age painter, and member of the vroedschap.",../static/img/anonymous_artist.png
737,Jongkind,Johan Barthold,Johan Barthold Jongkind,1819,1891,735,Johan Barthold Jongkind  was a Dutch painter and printmaker. He painted marine landscapes in a free manner and is regarded as a forerunner of Impressionism.,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Departure_of_Charles_III_from_Naples.jpg/300px-Departure_of_Charles_III_from_Naples.jpg
738,Jonson van Ceulen,Cornelis,Cornelis Jonson van Ceulen,1593,1661,736,"Cornelius Johnson or Cornelis Janssens van Ceulen ]; also Cornelius Jonson van Ceulen, Cornelis Jansz. van Ceulen and many other variants)   was an English painter of portraits of Dutch or Flemish parentage. He was active in England, from at least 1618 to 1643, when he moved to Middelburg in the Netherlands to escape the English Civil War. Between 1646 and 1652 he lived in Amsterdam, before settling in Utrecht, where he died.",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Jan_van_Nes.jpg/200px-Jan_van_Nes.jpg
740,Joos van Cleve,blank_,Joos van Cleve,1485,1541,738,Joos van Cleve  also Joos van der Beke; c. 1485 – 1540/1541) was a painter active in Antwerp around 1511 to 1540. He is known for combining traditional Dutch painting techniques with influences of more contemporary Renaissance painting styles.,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Cornelius_Johnson.jpg/220px-Cornelius_Johnson.jpg
741,Jordaens,Jacob,Jacob Jordaens,1593,1678,739,"Jacob  Jordaens ) was a Flemish painter, draughtsman and tapestry designer known for his history paintings, genre scenes and portraits.  After Peter Paul Rubens and Anthony van Dyck, he was the leading Flemish Baroque painter of his day. Unlike those contemporaries he never travelled abroad to study Italian painting, and his career is marked by an indifference to their intellectual and courtly aspirations. In fact, except for a few short trips to locations in the Low Countries, he remained in Antwerp his entire life. As well as being a successful painter, he was a prominent designer of tapestries.",../static/img/anonymous_artist.png
742,Juan de Flandes,blank_,Juan de Flandes,1496,1519,740,"Juan de Flandes  was a Flemish painter active in Spain from 1496 to 1519. His actual name is unknown, although an inscription Juan Astrat on the back of one work suggests a name such as ""Jan van der Straat"".  Jan Sallaert, who became a master in Ghent in 1480, has also been suggested.  He worked in the Early Netherlandish style.",//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Joos_van_Cleve_-_Self-Portrait_-_WGA5048.jpg/280px-Joos_van_Cleve_-_Self-Portrait_-_WGA5048.jpg
743,Justus of Ghent,blank_,Justus of Ghent,1460,1480,741,"Justus van Gent or Joos van Wassenhove   was an Early Netherlandish painter who after training and working in Flanders later moved to Italy where he worked for the duke of Urbino.  The artist is known for his religious compositions executed in the early Netherlandish idiom and a series of portraits of famous men, which show the influence of early Italian Renaissance painting.",//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Retrato_del_artista_con_su_familia%2C_por_Jacob_Jordaens.jpg/220px-Retrato_del_artista_con_su_familia%2C_por_Jacob_Jordaens.jpg
744,Kalf,Willem,Willem Kalf,1619,1693,742,"Willem Kalf was a Dutch Golden Age painter who specialized in still lifes. Later in his life, Kalf became an art dealer and appraiser.",//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Flandes2.jpg/220px-Flandes2.jpg
746,Kaulbach,Wilhelm von,Wilhelm von Kaulbach,1804,1874,744,"Wilhelm von Kaulbach  was a German painter, noted mainly as a muralist, but also as a book illustrator.  His murals decorate buildings in Munich. He is associated with the Düsseldorf school of painting.",../static/img/anonymous_artist.png
747,Keil,Bernhard,Bernhard Keil,1624,1687,745,Bernhard Keil or Keyl  was a Danish Baroque painter who became a pupil of Rembrandt.,../static/img/anonymous_artist.png
748,Keuninck,Kerstiaen de,Kerstiaen de Keuninck,1560,1633,746,"Kerstiaen de Keuninck , was a Flemish Baroque painter.",//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Portr%C3%A4t_Wilhelm_von_Kaulbach_1864.jpg/220px-Portr%C3%A4t_Wilhelm_von_Kaulbach_1864.jpg
749,Keyser,Thomas de,Thomas de Keyser,1596,1667,747,s paintings were later falsely attributed to Rembrandt.,//upload.wikimedia.org/wikipedia/commons/thumb/0/03/Young_Boy_Selling_Kindling_Wood.jpeg/300px-Young_Boy_Selling_Kindling_Wood.jpeg
750,Klimt,Gustav,Gustav Klimt,1862,1918,748,art. Klimt,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Mountain_Landscape_with_Waterfall_-_Kerstiaen_de_Keuninck_-_Google_Cultural_Institute.jpg/300px-Mountain_Landscape_with_Waterfall_-_Kerstiaen_de_Keuninck_-_Google_Cultural_Institute.jpg
751,Frye,Thomas,Thomas Frye,1711,1762,749,"Thomas Frye ) was an Anglo-Irish artist, best known for his portraits in oil and pastel, including some miniatures and his early mezzotint engravings. He was also the patentee of the Bow porcelain factory, London, and claimed in his epitaph to be ""the inventor and first manufacturer of porcelain in England,"" though his rivals at the Chelsea porcelain factory seem to have preceded him in bringing wares to market. The Bow porcelain works did not long survive Frye's death; their final auctions took place in May 1764. ",//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Thomas_de_Keyser_-_Syndics_of_the_Amsterdam_Goldsmiths_Guild_-_Google_Art_Project.jpg/300px-Thomas_de_Keyser_-_Syndics_of_the_Amsterdam_Goldsmiths_Guild_-_Google_Art_Project.jpg
752,Købke,Christen,Christen Købke,1810,1848,750,Christen Schiellerup Købke  was a Danish painter and one of the best known artists from the Golden Age of Danish Painting.,//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Klimt.jpg/220px-Klimt.jpg
753,Koekkoek,Barend Cornelis,Barend Cornelis Koekkoek,1803,1862,751,"Koekkoek, Barend Cornelis  was a Dutch landscape artist and litographer.",//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Thomas_Frye_by_Thomas_Frye.jpg/220px-Thomas_Frye_by_Thomas_Frye.jpg
754,Koller,Guillaume,Guillaume Koller,1829,1884,752,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Selvportr%C3%A6t_%28ca._1833_by_Christen_K%C3%B8bke%29.jpg/215px-Selvportr%C3%A6t_%28ca._1833_by_Christen_K%C3%B8bke%29.jpg
755,Koninck,Philips,Philips Koninck,1619,1688,753,"Philip de Koninck, or Philips Koninck  was a Dutch landscape painter and younger brother of Jacob Koninck.",//upload.wikimedia.org/wikipedia/commons/thumb/5/50/B.C._Koekkoek.jpg/220px-B.C._Koekkoek.jpg
756,Kuindzhi,Arkhip Ivanovich,Arkhip Ivanovich Kuindzhi,1842,1910,754,Arkhip Ivanovich Kuindzhi ; Greek: Αρχίπ Κουίντζι; 27 January 1842 – 24 July 1910) was a Russian landscape painter of Greek descent.,../static/img/anonymous_artist.png
757,Kulmbach,Hans Süss von,Hans Süss von Kulmbach,1480,1522,755,s Altar.,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Philips_Koninck_002.jpg/240px-Philips_Koninck_002.jpg
758,La Hyre,Laurent de,Laurent de La Hyre,1606,1656,756,"Laurent de La Hyre ; February 27, 1606 – December 28, 1656) was a French Baroque painter, born in Paris.",//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Vasnetsov_Kuindzhi.jpg/220px-Vasnetsov_Kuindzhi.jpg
759,La Tour,Georges de,Georges de La Tour,1593,1653,757,"Georges de La Tour  was a French Baroque painter, who spent most of his working life in the Duchy of Lorraine, which was temporarily absorbed into France between 1641 and 1648.  He painted mostly religious chiaroscuro scenes lit by candlelight.",//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Portrait_Hans_von_Kulmbach.jpg/220px-Portrait_Hans_von_Kulmbach.jpg
760,Labille-Guiard,Adélaïde,Adélaïde Labille-Guiard,1749,1803,758,"Adélaïde Labille-Guiard , also known as Adélaïde Labille-Guiard des Vertus, was a French miniaturist and portrait painter. She was an advocate for women to receive the same opportunities as men to become great painters. Labille-Guiard was one of the first women to become a member of the Royal Academy and was the first female artist to receive permission to set up a studio for her students at the Louvre.', ""Exhibitions at the Académie de Saint-Luc. Labille-Guiard was admitted to the Académie de Saint-Luc in 1767 when she was twenty years old. Her admission piece has since disappeared and sadly no records of its existence survive today. The Académie de Saint-Luc provided Labille-Guiard with a space to practice art professionally. In 1774, she exhibited her work at its Salon. This show was so successful that the Royal Academy took offence, and with the backing of the monarchy, issued an edict in March 1776 abolishing “guilds, brotherhoods, and communities of arts and crafts”, forcing the Academie de Saint-Luc to close its doors in 1777. However, this did not stop Labille-Guiard's ambitions as an artist."", ""Becoming a member of the Royal Academy. Once the Académie de Saint-Luc closed its doors, Labille-Guiard began to learn oil painting so she could apply to the Royal Academy which required her to present at least one oil painting for admission. Labille-Guiard chose to display some of her work at the Salon de la Correspondance in 1779. This included her self-portrait in pastel and oil portraits which were well received by critics. Labille-Guiard's talent as an oil painter and pastellist was quickly noticed and she received national recognition ultimately leading to her acceptance into the Royal Academy. On May 31, 1783, Labille-Guiard was accepted as a member of the French Academie Royale de Peinture et de Sculpture. Three other women were admitted as members on the same day. Becoming accepted into the Royal Academy opened doors for Labille-Guiard as she gained patronage from the royal family."", ""Painter for the Royal Family. Through pure artistic ability and talent, Labille-Guiard became a painter for the Royal family. Her royal patrons included the aunt of Louis XVI of France, Princess Marie Adélaïde and her sister Victoria Louise, and the King's sister Elizabeth and earned her a government pension of 1,000 livres. The portrait of Adélaïde completed in 1787 was one of Labille-Guiard's largest and most ambitious work to that date. She was later commissioned in 1788 by the King's brother, the Count of Provence . She was instructed to paint him at the centre of a large historical work, Réception d'un chevalier de Saint-Lazare par Monsieur, Grand maître de l'ordre.In 1795 she obtained artist",//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Laurent_de_La_Hyre_-_Job_Restored_to_Prosperity_-_WGA12320.jpg/250px-Laurent_de_La_Hyre_-_Job_Restored_to_Prosperity_-_WGA12320.jpg
761,Lairesse,Gerard de,Gerard de Lairesse,1641,1711,759,"Gerard or Gérard  Lairesse  was a Dutch Golden Age painter and art theorist. His broad range of skills included music, poetry, and theatre. De Lairesse was influenced by the Perugian Cesare Ripa  and French classicist painters such as Charles le Brun, Simon Vouet and authors such as Pierre Corneille and Jean Racine. His importance grew in the period following the death of Rembrandt. His treatises on painting and drawing, Grondlegginge Ter Teekenkonst , based on geometry and Groot Schilderboek , were highly influential on 18th-century painters.",//upload.wikimedia.org/wikipedia/commons/thumb/1/12/La_Tour.jpg/220px-La_Tour.jpg
762,Landseer,Edwin Henry,Edwin Henry Landseer,1802,1873,760,"Sir Edwin Henry Landseer RA  was an English painter and sculptor, well known for his paintings of animals – particularly horses, dogs, and stags. However, his best known works are the lion sculptures in Trafalgar Square.",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Ad%C3%A9la%C3%AFde_Labille-Guiard_-_Self-Portrait_with_Two_Pupils_-_The_Metropolitan_Museum_of_Art.jpg/220px-Ad%C3%A9la%C3%AFde_Labille-Guiard_-_Self-Portrait_with_Two_Pupils_-_The_Metropolitan_Museum_of_Art.jpg
763,Largillierre,Nicolas de,Nicolas de Largillierre,1656,1746,761,"Nicolas de Largillière  was a painter born in Paris, France.",//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Rembrandt_Harmensz._van_Rijn_095.jpg/220px-Rembrandt_Harmensz._van_Rijn_095.jpg
764,Lavieille,Eugène,Eugène Lavieille,1820,1889,762,Eugène Lavieille  was a French painter.,//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Sir_Edwin_Henry_Landseer.jpg/220px-Sir_Edwin_Henry_Landseer.jpg
765,Lawrence,Thomas,Thomas Lawrence,1769,1830,763,Sir Thomas Lawrence PRA FRS  was a leading English portrait painter and the fourth president of the Royal Academy.,../static/img/anonymous_artist.png
767,Altomonte,Andreas,Andreas Altomonte,1699,1780,765,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/24/Self-Portrait-1788%29_by_Sir_Thomas_Lawrence%2C_PRA.jpg/220px-Self-Portrait-1788%29_by_Sir_Thomas_Lawrence%2C_PRA.jpg
768,Lee,Frederick Richard,Frederick Richard Lee,1798,1879,766,Frederick Richard Lee RA  was an English artist.,//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Eustache_le_sueur.jpg/220px-Eustache_le_sueur.jpg
769,Lefebvre,Jules-Joseph,Jules-Joseph Lefebvre,1836,1912,767,"Jules Joseph Lefebvre ; 14 March 1836xa0– 24 February 1911) was a French figure painter, educator and theorist.",../static/img/anonymous_artist.png
770,Leibl,Wilhelm,Wilhelm Leibl,1844,1900,768,Wilhelm Maria Hubertus Leibl  was a German realist painter of portraits and scenes of peasant life.,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Frederick_Richard_Lee_1850s.jpg/220px-Frederick_Richard_Lee_1850s.jpg
